job_id,job_title,salary_usd,employment_type,company_location,is_remote,employee_location,job_skills,degree_required,posting_date,company_name,has_target,salary_tier,degree_flag
1067,Data Analyst,62281,PT,Austria,True,Austria,"['TensorFlow', 'Linux', 'Computer Vision', 'Hadoop', 'SQL']",PhD,2025-01-19,Neural Networks Co,True,Mid,degree required
1079,Data Analyst,113645,CT,United Kingdom,True,United Kingdom,"['Python', 'Linux', 'Deep Learning']",Master,2025-03-31,DeepTech Ventures,True,High,degree required
1102,Data Analyst,272477,CT,Singapore,False,Singapore,"['Computer Vision', 'SQL', 'TensorFlow', 'Statistics']",Bachelor,2025-04-29,Quantum Computing Inc,True,High,degree required
1110,Data Analyst,65952,FT,Netherlands,True,Netherlands,"['MLOps', 'Linux', 'Azure', 'Mathematics']",Bachelor,2025-01-13,Autonomous Tech,False,Mid,degree required
1130,Data Analyst,66901,CT,Japan,False,Japan,"['Linux', 'AWS', 'Azure']",Associate,2024-12-14,DeepTech Ventures,False,Mid,degree required
1143,Data Analyst,93842,FL,United Kingdom,True,United Kingdom,"['TensorFlow', 'Statistics', 'MLOps']",Master,2024-11-26,Quantum Computing Inc,False,Mid,degree required
1148,Data Analyst,106534,FT,Germany,True,Germany,"['Kubernetes', 'TensorFlow', 'Docker']",Bachelor,2024-09-27,TechCorp Inc,False,High,degree required
1173,Data Analyst,158284,CT,Sweden,True,Germany,"['Data Visualization', 'Docker', 'Kubernetes', 'MLOps']",Master,2024-02-04,Cognitive Computing,False,High,degree required
1188,Data Analyst,94388,PT,France,True,France,"['Linux', 'Scala', 'Data Visualization', 'TensorFlow', 'AWS']",Bachelor,2025-04-07,Cognitive Computing,False,Mid,degree required
1215,Data Analyst,54500,CT,Ireland,True,France,"['Scala', 'Python', 'MLOps', 'AWS', 'Docker']",Master,2024-11-16,Cloud AI Solutions,True,Mid,degree required
1220,Data Analyst,117816,FL,Sweden,True,Sweden,"['PyTorch', 'Linux', 'GCP', 'TensorFlow']",PhD,2024-04-24,DataVision Ltd,False,High,degree required
1248,Data Analyst,64590,FT,Ireland,False,Ireland,"['AWS', 'R', 'Mathematics', 'Azure', 'Deep Learning']",Master,2024-11-21,Autonomous Tech,False,Mid,degree required
1254,Data Analyst,62143,CT,United States,True,United States,"['Git', 'Python', 'Docker', 'Tableau', 'Linux']",Associate,2024-09-10,Neural Networks Co,True,Mid,degree required
1294,Data Analyst,75890,FL,France,False,France,"['Azure', 'Git', 'Mathematics', 'Python']",Master,2024-04-25,TechCorp Inc,True,Mid,degree required
1298,Data Analyst,159770,FL,United States,False,Australia,"['Data Visualization', 'Hadoop', 'Kubernetes', 'Python', 'TensorFlow']",Master,2025-01-19,Cloud AI Solutions,True,High,degree required
1302,Data Analyst,55972,FL,Japan,True,Japan,"['Azure', 'Java', 'Spark', 'SQL']",Master,2024-01-29,Machine Intelligence Group,True,Mid,degree required
1338,Data Analyst,89198,CT,Norway,True,United Kingdom,"['Tableau', 'SQL', 'Python', 'TensorFlow']",Master,2025-02-17,AI Innovations,True,Mid,degree required
1359,Data Analyst,89500,CT,France,True,France,"['Docker', 'R', 'Python']",Master,2024-09-03,TechCorp Inc,True,Mid,degree required
1366,Data Analyst,66052,FT,Finland,True,Finland,"['Java', 'MLOps', 'Scala', 'Azure', 'Deep Learning']",Associate,2024-10-04,DataVision Ltd,False,Mid,degree required
1370,Data Analyst,195405,FT,Denmark,True,France,"['SQL', 'Deep Learning', 'Python']",Bachelor,2025-03-13,Neural Networks Co,True,High,degree required
1374,Data Analyst,103040,CT,United States,False,United States,"['Linux', 'AWS', 'Azure']",Master,2025-03-10,Algorithmic Solutions,False,High,degree required
1415,Data Analyst,361541,CT,Denmark,False,Denmark,"['Python', 'Azure', 'R']",Master,2024-08-17,Algorithmic Solutions,True,High,degree required
1436,Data Analyst,83339,PT,Ireland,True,Ireland,"['SQL', 'Azure', 'Java', 'TensorFlow', 'Docker']",Associate,2024-03-11,DataVision Ltd,True,Mid,degree required
1460,Data Analyst,86027,PT,Finland,True,Singapore,"['Git', 'Python', 'GCP']",Associate,2024-09-14,DeepTech Ventures,True,Mid,degree required
1463,Data Analyst,70693,CT,Austria,False,Austria,"['Scala', 'Data Visualization', 'Hadoop']",PhD,2024-05-31,DeepTech Ventures,False,Mid,degree required
1490,Data Analyst,127299,FL,South Korea,True,South Korea,"['PyTorch', 'Docker', 'Linux', 'Computer Vision']",PhD,2024-02-21,Autonomous Tech,False,High,degree required
1493,Data Analyst,112517,CT,United Kingdom,True,Denmark,"['Python', 'TensorFlow', 'PyTorch']",Associate,2024-07-22,Autonomous Tech,True,High,degree required
1495,Data Analyst,101245,CT,Norway,False,Norway,"['NLP', 'Linux', 'Kubernetes']",Master,2024-10-30,Quantum Computing Inc,False,High,degree required
1515,Data Analyst,172076,FL,Ireland,True,Ireland,"['Statistics', 'NLP', 'AWS', 'Azure', 'Mathematics']",Bachelor,2024-06-14,DataVision Ltd,False,High,degree required
1524,Data Analyst,65071,FL,France,True,France,"['Computer Vision', 'Deep Learning', 'Kubernetes']",PhD,2024-12-05,Neural Networks Co,False,Mid,degree required
1526,Data Analyst,73672,FT,Austria,True,Austria,"['Python', 'Java', 'GCP', 'Azure']",Bachelor,2024-03-10,DeepTech Ventures,True,Mid,degree required
1530,Data Analyst,102494,FL,France,False,France,"['Kubernetes', 'Deep Learning', 'GCP', 'TensorFlow']",Associate,2024-01-05,Machine Intelligence Group,False,High,degree required
1555,Data Analyst,77967,PT,China,True,China,"['Python', 'TensorFlow', 'Data Visualization']",PhD,2024-10-04,Advanced Robotics,True,Mid,degree required
1599,Data Analyst,99888,PT,India,False,Netherlands,"['Git', 'Kubernetes', 'Tableau', 'Linux']",Bachelor,2025-04-26,DataVision Ltd,True,Mid,degree required
1607,Data Analyst,109174,FT,Denmark,True,Denmark,"['Spark', 'Python', 'Mathematics', 'Tableau']",Bachelor,2024-05-28,Future Systems,True,High,degree required
1642,Data Analyst,74801,FL,Japan,False,India,"['Kubernetes', 'Docker', 'Tableau', 'GCP', 'AWS']",Associate,2024-10-26,Cognitive Computing,True,Mid,degree required
1678,Data Analyst,238792,PT,Norway,True,Norway,"['R', 'Azure', 'PyTorch']",PhD,2024-04-27,DataVision Ltd,False,High,degree required
1696,Data Analyst,75085,FT,Canada,False,Canada,"['Deep Learning', 'Kubernetes', 'Spark', 'Scala']",Associate,2024-11-06,Digital Transformation LLC,False,Mid,degree required
1705,Data Analyst,109982,PT,Sweden,True,Sweden,"['R', 'SQL', 'GCP', 'Spark', 'Python']",PhD,2024-06-21,Digital Transformation LLC,True,High,degree required
1717,Data Analyst,131112,FL,Netherlands,True,Netherlands,"['TensorFlow', 'SQL', 'NLP']",Bachelor,2024-12-31,Cloud AI Solutions,True,High,degree required
1725,Data Analyst,122851,CT,India,False,India,"['Kubernetes', 'GCP', 'NLP', 'MLOps']",PhD,2024-01-18,Cloud AI Solutions,False,High,degree required
1734,Data Analyst,284013,FL,Netherlands,False,Netherlands,"['Python', 'NLP', 'Docker', 'Statistics']",Master,2024-02-26,DataVision Ltd,True,High,degree required
1745,Data Analyst,273838,PT,Norway,False,Norway,"['MLOps', 'Hadoop', 'Python', 'AWS', 'Tableau']",Master,2025-02-27,Cloud AI Solutions,True,High,degree required
1765,Data Analyst,102189,FT,Israel,True,Israel,"['PyTorch', 'Deep Learning', 'TensorFlow', 'MLOps', 'Kubernetes']",Master,2024-11-25,Smart Analytics,False,High,degree required
1804,Data Analyst,76070,CT,Japan,True,Japan,"['NLP', 'TensorFlow', 'AWS', 'Python', 'Scala']",Bachelor,2024-02-21,Future Systems,True,Mid,degree required
1820,Data Analyst,110592,PT,Israel,True,Israel,"['Spark', 'Docker', 'Linux', 'Tableau', 'AWS']",PhD,2024-11-04,Machine Intelligence Group,True,High,degree required
1825,Data Analyst,96415,PT,Finland,False,Sweden,"['Python', 'NLP', 'SQL', 'Linux']",PhD,2024-04-26,Smart Analytics,True,Mid,degree required
1830,Data Analyst,88938,FT,Ireland,True,Ireland,"['Python', 'MLOps', 'NLP', 'Java', 'GCP']",Master,2024-09-05,DeepTech Ventures,True,Mid,degree required
1840,Data Analyst,97546,FT,Singapore,True,Ireland,"['Deep Learning', 'Python', 'MLOps']",Bachelor,2024-03-21,Algorithmic Solutions,True,Mid,degree required
1860,Data Analyst,39414,FT,India,True,India,"['Linux', 'Tableau', 'AWS', 'Java', 'PyTorch']",Associate,2024-04-08,DataVision Ltd,True,Low,degree required
1871,Data Analyst,73979,CT,Canada,True,Norway,"['Git', 'Python', 'MLOps', 'Statistics', 'Deep Learning']",Associate,2024-03-10,Digital Transformation LLC,True,Mid,degree required
1876,Data Analyst,117499,PT,Switzerland,False,Japan,"['GCP', 'Kubernetes', 'Deep Learning']",Associate,2024-03-24,DataVision Ltd,False,High,degree required
1910,Data Analyst,255147,CT,Netherlands,True,Netherlands,"['Azure', 'Java', 'Deep Learning', 'Kubernetes']",Associate,2024-11-09,Cognitive Computing,False,High,degree required
1950,Data Analyst,52005,FL,Sweden,True,Sweden,"['Spark', 'Linux', 'AWS', 'Mathematics']",Master,2024-12-05,Cloud AI Solutions,False,Mid,degree required
1953,Data Analyst,64859,FL,Finland,False,Austria,"['Kubernetes', 'Tableau', 'Python', 'NLP', 'Mathematics']",Master,2024-02-12,DataVision Ltd,True,Mid,degree required
1960,Data Analyst,119291,PT,Switzerland,False,Switzerland,"['Git', 'Mathematics', 'MLOps', 'Python', 'Scala']",PhD,2024-01-26,Future Systems,True,High,degree required
1970,Data Analyst,81594,CT,United States,False,United States,"['Hadoop', 'Java', 'Kubernetes']",Bachelor,2025-04-23,Machine Intelligence Group,False,Mid,degree required
2005,Data Analyst,48573,FT,India,False,India,"['Tableau', 'Data Visualization', 'Azure', 'GCP', 'Mathematics']",Bachelor,2024-05-06,Machine Intelligence Group,True,Low,degree required
2023,Data Analyst,156699,FL,Singapore,True,Singapore,"['Kubernetes', 'Computer Vision', 'Hadoop', 'Statistics']",Bachelor,2024-04-10,Neural Networks Co,False,High,degree required
2032,Data Analyst,85852,FT,United States,True,India,"['Kubernetes', 'PyTorch', 'Hadoop', 'Data Visualization']",Associate,2025-01-15,DataVision Ltd,False,Mid,degree required
2094,Data Analyst,158109,CT,Singapore,False,Japan,"['Hadoop', 'R', 'NLP']",PhD,2025-03-10,Future Systems,False,High,degree required
2103,Data Analyst,77543,FL,Germany,True,Austria,"['Kubernetes', 'Scala', 'Tableau', 'GCP']",Associate,2024-12-22,Autonomous Tech,True,Mid,degree required
2111,Data Analyst,163142,FL,France,True,France,"['GCP', 'MLOps', 'Data Visualization', 'SQL', 'Mathematics']",Associate,2024-03-29,Quantum Computing Inc,True,High,degree required
2128,Data Analyst,134006,FT,Netherlands,True,Netherlands,"['Linux', 'Hadoop', 'Spark']",PhD,2024-07-20,Future Systems,False,High,degree required
2133,Data Analyst,45763,CT,Ireland,True,Ireland,"['Docker', 'Tableau', 'Java']",Associate,2025-01-08,AI Innovations,True,Low,degree required
2161,Data Analyst,78161,CT,Canada,False,France,"['Mathematics', 'R', 'AWS']",PhD,2024-07-20,Algorithmic Solutions,False,Mid,degree required
2167,Data Analyst,84031,CT,Sweden,False,Sweden,"['TensorFlow', 'Docker', 'Tableau', 'Computer Vision']",PhD,2024-12-09,DeepTech Ventures,True,Mid,degree required
2170,Data Analyst,163835,FT,Denmark,True,United States,"['SQL', 'Hadoop', 'GCP', 'PyTorch']",Bachelor,2024-04-21,Algorithmic Solutions,True,High,degree required
2188,Data Analyst,55672,CT,Austria,True,Austria,"['MLOps', 'Docker', 'Spark', 'Python', 'Linux']",PhD,2024-12-16,DataVision Ltd,True,Mid,degree required
2217,Data Analyst,85042,PT,China,True,China,"['Mathematics', 'Python', 'Data Visualization', 'GCP', 'TensorFlow']",Associate,2024-06-25,Predictive Systems,True,Mid,degree required
2240,Data Analyst,119808,FT,France,False,France,"['Java', 'Data Visualization', 'Python']",Master,2025-04-16,Advanced Robotics,True,High,degree required
2251,Data Analyst,95911,CT,Sweden,True,Sweden,"['Spark', 'R', 'TensorFlow']",Bachelor,2025-01-01,Cognitive Computing,False,Mid,degree required
2256,Data Analyst,128258,PT,China,True,Denmark,"['NLP', 'Tableau', 'GCP', 'Kubernetes']",Master,2024-07-19,DataVision Ltd,True,High,degree required
2260,Data Analyst,122880,FT,Norway,False,Norway,"['TensorFlow', 'Scala', 'Git']",Associate,2024-04-03,Future Systems,False,High,degree required
2294,Data Analyst,79869,PT,United Kingdom,True,Germany,"['Scala', 'Java', 'SQL', 'Deep Learning', 'PyTorch']",Bachelor,2024-06-20,Future Systems,True,Mid,degree required
2302,Data Analyst,165928,CT,Singapore,False,Singapore,"['Statistics', 'SQL', 'Python', 'PyTorch', 'TensorFlow']",Bachelor,2024-10-26,Autonomous Tech,True,High,degree required
2329,Data Analyst,105123,PT,China,True,Australia,"['AWS', 'Scala', 'R']",Master,2024-05-18,Future Systems,False,High,degree required
2331,Data Analyst,211934,CT,United States,True,Sweden,"['Linux', 'Scala', 'Hadoop', 'Kubernetes', 'Git']",Associate,2025-01-20,DataVision Ltd,False,High,degree required
2345,Data Analyst,64145,FT,Israel,True,Israel,"['MLOps', 'Statistics', 'SQL']",PhD,2025-01-07,AI Innovations,True,Mid,degree required
2357,Data Analyst,170984,FL,United Kingdom,False,Israel,"['Java', 'Kubernetes', 'Azure']",Associate,2024-09-25,AI Innovations,False,High,degree required
2369,Data Analyst,98626,CT,Denmark,False,Finland,"['Git', 'SQL', 'PyTorch']",Associate,2024-02-13,Quantum Computing Inc,True,Mid,degree required
2372,Data Analyst,78338,PT,Finland,True,Ireland,"['R', 'Hadoop', 'GCP', 'Scala']",PhD,2024-05-10,Digital Transformation LLC,False,Mid,degree required
2397,Data Analyst,308706,FT,Norway,False,Norway,"['Hadoop', 'Azure', 'Tableau']",Master,2024-10-29,Algorithmic Solutions,True,High,degree required
2413,Data Analyst,215745,FL,Switzerland,True,Canada,"['Azure', 'Spark', 'R', 'Python']",Bachelor,2024-11-10,TechCorp Inc,True,High,degree required
2426,Data Analyst,200903,FT,France,False,United States,"['Azure', 'GCP', 'MLOps', 'NLP', 'Mathematics']",Master,2025-04-17,Machine Intelligence Group,False,High,degree required
2428,Data Analyst,69033,CT,Japan,True,Norway,"['Statistics', 'MLOps', 'Kubernetes', 'Linux']",Bachelor,2024-10-05,DataVision Ltd,False,Mid,degree required
2515,Data Analyst,39217,PT,Austria,False,Austria,"['Linux', 'Python', 'Deep Learning', 'Computer Vision']",Master,2025-02-12,Quantum Computing Inc,True,Low,degree required
2517,Data Analyst,221652,FT,Australia,True,Australia,"['TensorFlow', 'NLP', 'SQL', 'R', 'Deep Learning']",Bachelor,2024-05-05,Smart Analytics,True,High,degree required
2523,Data Analyst,95678,FT,Israel,False,Israel,"['Azure', 'Spark', 'Hadoop', 'Mathematics']",Bachelor,2024-10-18,Cognitive Computing,False,Mid,degree required
2594,Data Analyst,202409,FL,Netherlands,False,Australia,"['Mathematics', 'Docker', 'MLOps']",Master,2024-05-02,Digital Transformation LLC,False,High,degree required
2597,Data Analyst,160673,CT,South Korea,True,South Korea,"['Spark', 'Docker', 'Scala']",PhD,2024-02-06,DataVision Ltd,False,High,degree required
2599,Data Analyst,110885,FL,Sweden,True,Sweden,"['Tableau', 'Spark', 'Scala']",Master,2025-01-29,Smart Analytics,True,High,degree required
2621,Data Analyst,67474,FT,Austria,True,Austria,"['Computer Vision', 'SQL', 'Hadoop', 'AWS']",PhD,2025-03-20,Future Systems,True,Mid,degree required
2639,Data Analyst,91095,FT,Canada,True,Canada,"['R', 'TensorFlow', 'Spark', 'Docker']",Master,2024-03-19,Autonomous Tech,False,Mid,degree required
2661,Data Analyst,159628,FL,Israel,True,Israel,"['AWS', 'SQL', 'MLOps']",Associate,2024-01-02,Digital Transformation LLC,True,High,degree required
2680,Data Analyst,139073,FL,Denmark,True,Norway,"['Hadoop', 'SQL', 'AWS']",Associate,2024-10-04,Predictive Systems,True,High,degree required
2720,Data Analyst,49653,CT,India,True,India,"['Linux', 'Hadoop', 'NLP', 'Mathematics']",PhD,2024-04-15,Advanced Robotics,False,Low,degree required
2724,Data Analyst,130494,CT,India,False,Ireland,"['Tableau', 'R', 'Statistics', 'Python']",Master,2024-08-01,Autonomous Tech,True,High,degree required
2733,Data Analyst,86797,FL,Finland,True,Finland,"['Python', 'TensorFlow', 'Data Visualization']",Bachelor,2024-05-08,Cloud AI Solutions,True,Mid,degree required
2741,Data Analyst,65032,FT,Netherlands,True,France,"['R', 'Statistics', 'Tableau', 'Mathematics']",Master,2025-02-10,Smart Analytics,True,Mid,degree required
2748,Data Analyst,146510,CT,Israel,True,Netherlands,"['Computer Vision', 'TensorFlow', 'Deep Learning', 'Azure']",Bachelor,2024-10-21,Future Systems,False,High,degree required
2752,Data Analyst,77209,FT,Austria,True,Austria,"['Deep Learning', 'Computer Vision', 'Python', 'SQL', 'Data Visualization']",Master,2024-06-08,Cloud AI Solutions,True,Mid,degree required
2802,Data Analyst,109482,CT,Denmark,True,Switzerland,"['Kubernetes', 'Deep Learning', 'MLOps']",Bachelor,2024-12-23,Smart Analytics,False,High,degree required
2806,Data Analyst,79997,FT,Canada,True,Canada,"['Scala', 'Docker', 'MLOps', 'Kubernetes', 'R']",Bachelor,2024-03-06,Predictive Systems,False,Mid,degree required
2827,Data Analyst,100772,PT,France,True,France,"['Python', 'Computer Vision', 'AWS', 'Scala']",PhD,2024-04-06,Neural Networks Co,True,High,degree required
2828,Data Analyst,43907,PT,South Korea,True,Denmark,"['Tableau', 'PyTorch', 'NLP', 'MLOps', 'Spark']",Master,2024-11-13,TechCorp Inc,True,Low,degree required
